Time	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03
4.250000	42752	55550	50638	42523	44878	43145	49216	47780	47383	49719	52298	49784	36463	37381	36049	36860	36085	37678	37289	37190	32068	34713	35626	34176	34425	35524	37003	28296	27056	27577	37780	39888	40142	41022	43894	31063	23952	39700	40075	39620	33612	37675	27654	28325	28684	49060	52426	41840	37944	36866	37571	39369	38160	36849	39012	37219	39837	27773	27803	26656	32256	28491	34242
4.266667	43336	55434	51017	42394	44552	43155	49053	48073	47226	49718	52476	48896	35932	37024	36795	36683	35419	37262	37636	36876	32240	34636	35588	33702	34718	35658	36963	27775	26597	27830	38167	39175	41124	40208	43716	30736	23924	39964	40655	39928	33397	37782	27588	28302	28380	49461	52188	42172	37859	37534	37641	38893	38440	36652	38602	37244	39921	28103	27401	26587	31946	28650	34691
4.283333	43708	55307	51016	42414	44699	42628	49268	47611	46336	49647	52416	49804	36016	36912	36321	37177	35976	37397	37076	36920	32393	34357	35324	33495	34207	36111	37197	28450	27134	27795	38958	39823	40150	40916	44030	30671	23685	39764	40169	39767	33862	37528	27958	28661	28734	49989	51899	41741	38121	37411	37139	39259	38564	36669	38879	37369	39924	27798	28117	26720	32421	28543	34022
4.300000	44038	56089	50563	42836	44300	43138	49210	47392	47378	49578	52424	49160	36224	37083	35915	36431	35849	37421	37038	37668	32136	34138	35708	33743	34647	35492	36735	27816	26749	27824	38190	39653	40291	40339	44070	30866	23830	39631	40434	39476	33916	37873	27870	28276	28768	49900	52654	41904	37609	36782	37660	38932	38214	37030	38612	37201	40731	28301	27896	26704	31966	28581	34491
4.316667	43339	56093	51094	42814	44687	43355	49586	48520	47136	49772	52676	49535	36853	36652	36552	37424	36424	37666	37640	37216	32015	34808	35954	33947	34428	35374	36888	27891	27424	27617	38035	40376	40304	40544	43999	31174	23491	39459	40315	39957	33896	37960	27860	28623	28602	50266	52470	41843	37531	37051	37008	38870	38037	36665	38836	37874	39876	27792	28122	26889	31888	28248	34045
4.333333	43412	56123	50032	42698	44792	42982	49210	48001	47440	49827	51701	49637	36153	36804	35999	36959	36038	37365	37043	36412	32143	34456	35772	34005	34228	34944	37068	27828	26928	27948	38013	40535	40562	40314	43632	30949	23841	39952	40369	39520	33561	37760	27680	28840	28230	49500	52212	41660	37004	37044	37199	38936	38396	36631	38857	37433	39690	27864	27716	26924	31841	28172	34569
4.350000	43302	55761	50580	42345	45374	43208	48972	48153	47337	49605	52376	50077	36283	36413	36266	36895	36674	37199	37549	37254	32316	34344	35692	33828	34797	35734	36616	27969	27539	28070	38348	39889	40214	40680	44344	30721	23800	39598	39716	39182	33796	38012	27792	28111	28489	49758	51985	41767	37362	37128	37548	38589	38455	36894	38840	37574	40169	27470	27986	27151	31876	28148	34647
4.366667	43451	55442	50683	42306	45552	43390	49295	47777	47164	49723	52164	49585	36492	36452	36220	37040	36312	37497	37444	37380	32072	34356	35700	34246	34671	35681	36880	28143	27113	27522	38054	40172	40314	40675	44248	30942	23710	39742	40041	39625	33310	38028	27667	28828	29281	50289	51815	41924	37556	37050	37580	39256	38204	36684	38547	37880	40292	28022	28119	26517	31555	28392	34394
4.383333	43574	56080	50956	42716	45492	42794	49624	48438	46890	49043	52708	49339	36117	37304	36144	36788	36003	36968	37404	37241	32315	34583	36023	33944	34452	35261	37236	28216	26974	27840	38327	39965	40247	40435	43439	31168	24093	39830	40398	39514	34109	38094	27984	28689	28484	50030	52860	41382	37476	37248	37479	39196	38232	36891	38384	37520	39322	27909	27912	26821	31968	28688	34548
4.400000	43549	55794	51429	42431	45584	43231	49248	47941	47796	49479	52532	49298	36206	37036	36088	37132	36543	37519	37588	37040	32251	34235	35615	33753	34485	35296	36750	28261	26978	28017	38874	40128	40716	40186	43758	30954	23930	39563	40476	39433	33958	37743	27721	28594	28864	50202	51999	41622	37300	37122	37482	39589	38287	36785	38696	37212	39328	27902	28329	26569	31773	28595	34241
4.416667	43998	56088	51948	42276	45945	43488	49507	48170	47532	50091	53042	50097	36232	36541	35972	36567	36281	37614	37420	37240	32051	34805	35573	34032	34246	35881	37104	28313	26984	27580	38504	40308	40185	40854	43859	30552	24357	39617	40071	40172	33833	38057	27583	28506	28322	50172	52776	42099	37156	36983	37237	38792	38096	36644	38496	37729	40193	28190	28061	26840	32204	28175	34775
4.433333	43879	56028	50940	42696	45542	43617	49528	48594	47210	49946	51572	49580	35833	36990	36386	36417	35902	37110	37666	37091	31823	34136	35789	34448	34343	35452	36923	27675	26814	27988	38076	40195	40315	40172	43522	30853	23668	40060	40464	39352	33625	38164	27667	28568	28402	49201	52789	41903	37676	36871	37498	38744	38075	36899	38785	36904	39212	27795	28020	26759	31950	28471	34576
4.450000	44047	55745	51329	43304	45740	43432	49540	47699	47757	49800	52076	49491	35967	37398	35919	36402	36313	37271	37421	37712	32101	34284	35629	34084	34578	35580	37090	28168	26869	27880	38485	39912	40372	40612	43839	30399	23803	39600	40338	39799	33964	38122	27751	28550	28828	49888	52864	41519	37364	37216	37360	39102	38506	36729	39172	37700	39839	27864	28073	26444	32295	28288	34520
4.466667	43832	56404	51022	42228	45677	43369	49378	47938	46815	50083	52081	49844	35900	37030	35984	36524	36097	37477	36932	36849	31956	34566	35496	34284	34270	35612	36556	28288	26871	27734	37758	39654	40320	40449	43562	30761	23548	39587	39802	39639	33817	38054	27605	28559	28504	50411	52206	42468	37424	37002	37737	38885	38520	36528	38768	37228	39491	27718	28220	26518	32105	28105	34544
4.483333	43810	56490	51260	42866	45740	42999	49559	48135	46758	50032	52324	49400	36199	37119	35740	36448	35984	37681	37438	36887	31569	34169	35130	33764	34181	35366	36607	28256	26765	27665	38357	40196	40389	40562	43639	30851	23662	38976	39920	39442	33612	37468	27677	28653	28468	50100	52447	41723	37167	37135	37160	38832	37889	36886	38936	37193	39742	27800	27804	26543	31814	28564	34452
4.500000	44171	56905	50660	42795	45114	43604	49779	48233	47656	49844	52614	49394	36688	36868	36261	36644	35640	37447	36872	37101	31973	34488	35765	34013	34420	35180	37198	28203	26884	27730	38304	39996	40345	40144	43968	30820	23959	39296	40125	39111	33968	37964	27487	28460	28364	49888	52016	41719	37459	37205	37405	39063	38240	36539	38880	36995	39739	27649	27858	26384	32252	28032	34381
4.516667	43940	56993	51720	42380	45048	43425	49049	47646	47950	49883	53620	49674	35932	36541	36500	36852	35442	37381	37324	37108	31724	34313	35484	34106	34395	35620	36611	28199	26915	27745	38149	39885	40920	40922	44098	30431	23760	39776	40532	39614	33141	37814	27771	28100	28568	50513	52081	41631	36692	37458	37219	39208	38332	36697	38751	37070	39456	27939	27989	26788	32243	28684	34980
4.533333	43595	56244	51238	43245	45291	43525	49224	48236	47096	49769	52752	49826	36443	36743	36280	36597	35621	37505	37248	37869	32172	34473	35860	33604	34140	35760	36584	27646	27182	27646	37662	39849	41084	40506	43702	30465	23717	39568	40032	40051	33648	37960	27558	28294	28679	50164	52668	41975	37599	37040	36952	38909	37959	36928	38417	37595	39732	27716	28375	26461	32364	28144	34786
4.550000	43765	57335	51004	42657	44804	43722	50318	48145	47154	49928	52522	49935	35960	37134	36245	36454	35668	37116	37422	36992	31989	34398	35857	34028	34221	35085	36769	27992	26938	27621	38234	39588	40255	40182	43843	30964	23422	39816	40356	39438	33410	38032	27424	28353	28580	50053	52068	41316	37506	36824	37128	38746	38453	36799	38268	36876	39644	27721	28176	26492	32396	28483	34320
4.566667	44710	57473	51768	42656	45216	43794	49137	47912	47540	49682	52899	49844	36151	36944	36470	36612	35530	37509	37784	37178	32258	34389	35062	33764	34531	35321	36560	27434	26944	27271	37920	40078	40159	40492	44780	30737	24026	39607	40165	39954	33845	38252	27746	28464	28546	50212	51922	41851	36800	37473	37323	38657	38600	36511	38325	37248	39864	27452	27860	26471	32243	28852	34620
4.583333	44074	57122	51797	43174	45297	43343	48976	47568	47428	49878	52249	49759	35797	37156	36309	36435	35725	37658	37523	37393	31944	34290	35698	34272	34457	35881	36695	28052	26496	27505	38152	40160	40977	40461	43724	30961	23852	39626	40124	39776	33886	38067	27546	28735	28642	49663	52612	41785	37412	36949	37077	39138	38183	36959	38978	37398	39906	27690	28023	26773	32192	28524	34395
4.600000	43404	56518	51703	43037	45262	43618	49634	47786	47385	49342	52956	49428	36215	37145	35976	36388	35581	37269	37074	37302	31983	34544	35627	34110	33991	35221	36772	27850	26735	28056	38358	39851	40368	40456	44170	30835	23612	39344	40592	39799	34067	37817	27840	28276	28234	49978	52703	42382	37427	37323	37276	39131	38147	36519	38530	37494	39780	27634	27698	26398	31974	28223	35145
4.616667	43539	57045	51156	42504	45316	43550	49932	48390	47153	49748	52772	49950	36056	37032	36403	36557	36324	37436	37205	37370	32664	34565	35288	34036	34462	35024	36596	27957	27366	28092	38080	40354	40700	40772	44229	30500	23812	39683	40399	39417	33982	38176	27702	28438	28495	50071	52916	41631	37711	36880	37441	39112	38493	36794	38826	37701	39499	27413	27760	26762	32061	28272	34620
4.633333	44142	57195	51584	43692	44916	43299	49698	48456	46896	49828	52624	49830	36080	36607	36328	36872	36387	37480	37280	37626	31780	34820	35507	33871	34304	35238	36724	27960	27020	27764	37741	39728	40688	40372	43878	30575	24021	39689	39553	39441	33571	37998	27611	28374	28552	50208	53025	42080	37906	37477	37419	38395	38324	36743	38156	37042	39206	27709	27836	26656	32039	27904	34698
4.650000	44799	57203	51939	42856	45057	43501	49348	47880	47793	50172	52589	49897	35893	36642	36013	36464	36428	37482	37206	37420	32338	34056	35490	34148	34679	35498	36572	28174	27100	27723	38410	39570	40813	40500	43653	30720	23821	39646	39735	39706	34112	38235	27827	28408	28330	50716	53376	41914	37460	37691	37526	38914	38364	36708	39059	36605	39528	27767	27732	27057	32404	28289	34552
4.666667	44622	57689	51299	42864	45535	43320	49192	48352	47571	49675	52200	50000	36040	36232	36059	36450	36037	37267	36723	37533	32292	34464	35754	33895	34503	35440	36217	28126	27302	27772	38194	39804	40959	40738	43575	30776	23548	39406	40172	39317	33825	38402	27666	28468	28702	50236	52632	42016	37332	37259	37685	38785	38010	36564	38683	37082	39440	27576	28200	26641	32179	28464	34845
4.683333	44450	57359	52334	42796	45401	43753	49508	48240	47056	49252	52960	49315	36001	36995	36204	36316	36301	37270	36848	37225	32089	34398	36027	33932	34360	35123	36639	28138	26826	27484	38206	39922	40658	40565	43828	30661	23836	39876	40356	39348	33587	38172	27501	28370	28395	50295	52898	41713	37501	37562	37541	39106	38479	36717	38936	37500	39457	27524	27764	26361	32187	28500	34720
4.700000	43916	57579	51783	42755	45294	43120	49476	47560	47296	49576	53429	50205	36147	36848	36207	36908	35870	37844	37265	37753	31870	34484	35311	33713	34384	35676	36610	27972	26826	28148	37785	39973	40265	40729	44123	31011	23788	39974	39965	40087	33392	37939	27701	28208	28780	49888	53263	41920	37820	36822	37460	39406	38489	36896	38874	37236	39613	27328	28263	26613	32245	28079	35060
4.716667	43819	57500	52462	42980	44387	43649	50008	47936	48442	49956	53103	50476	35837	36448	36112	36579	36172	37723	37146	37896	32232	34416	35675	34479	34616	35406	36960	28304	26896	27170	38168	39859	39416	40431	43727	30880	23117	39763	40454	39438	33532	38324	27564	28079	28184	50223	52852	42000	37696	37055	37479	38434	38180	36883	38319	37270	39627	27775	28192	26388	32121	28084	34672
4.733333	43832	57597	51858	43152	45287	43415	49412	48464	47157	49771	51746	49814	36173	37240	36456	36465	36092	37369	37412	37338	32576	34552	35516	33206	34584	35592	36227	28583	26988	27616	37718	39700	40364	40791	44608	30773	23522	38941	39988	39480	33478	37844	27846	28073	28746	50422	53061	41186	37164	37517	37516	38664	37901	36496	38430	36958	39236	27728	27871	26659	32675	28098	34868
4.750000	44405	57156	51804	43151	45100	43541	49492	48215	47668	49505	52567	49676	36336	36468	35996	36647	35919	37482	36878	37172	31922	35081	35642	34150	34234	34909	36400	28054	26642	27908	38110	39756	40450	40997	43566	30705	23338	39606	40560	39834	33924	37348	27400	28630	28784	50282	52984	42010	37932	36936	37302	38519	38199	36636	38810	37165	39612	27999	27691	27051	32516	28162	34672
4.766667	44910	58156	52212	42512	44770	43486	49204	48267	48027	50088	53000	49790	36089	37314	36687	36876	36128	37439	37550	37583	32076	34377	35940	33660	34267	35358	36483	27802	26447	27724	38204	39692	40044	39924	43837	30882	23465	39991	40675	39654	33582	37940	27518	28744	28793	50200	52615	41462	37602	37351	37743	38635	38584	36824	38759	36936	39629	27612	27803	26388	32645	27919	34546
4.783333	44659	57630	51882	42407	44954	43379	49760	48480	47844	49300	53064	49707	35725	37477	36228	36036	36089	38162	37569	37614	32266	34587	36012	33907	34244	35286	36895	28190	26809	27743	38795	39772	39764	41316	44251	30669	23856	39979	40026	40003	33856	38068	27407	28387	28317	50304	52850	41832	37232	37472	37341	39043	37645	36386	38692	37252	39404	27727	28136	26302	32599	28092	35184
4.800000	43921	57609	51841	42806	45360	43373	49815	48456	47976	49924	52898	49654	36082	36715	35788	36582	35943	37446	37253	37076	31889	34384	35801	33908	34578	35186	36592	28148	27054	27323	37875	40133	39526	40353	43596	30391	23555	40192	40737	39776	33301	38442	27469	28608	28480	50344	53189	41984	37337	37033	37736	39332	38244	36765	38764	37550	39680	27480	28134	26326	32332	27994	34769
4.816667	44688	57541	51895	43300	45419	43693	49803	48788	47711	49860	52913	49763	35849	36840	35980	36392	35912	37735	37117	37760	32061	34420	36068	34368	34333	34814	36688	28144	26592	27904	38144	40283	40168	40436	44188	30873	23983	39621	40811	39843	33868	37963	27775	28330	28497	50269	52322	41684	37389	37681	37149	38781	38140	36323	39110	37133	40156	27716	28185	26206	32218	28327	35016
4.833333	44336	57560	52210	43444	45174	43586	49325	48604	47715	49427	52767	50054	36125	36295	36555	36399	35911	37204	37241	37116	32158	34684	35335	33922	34244	34797	36565	28219	26790	27617	37997	40072	39218	40124	44053	30967	23816	39128	40168	39556	33496	37904	27616	28334	28518	50277	52993	41908	37016	37280	37604	38568	38181	36548	38542	37140	39888	27556	28040	26325	31701	28421	34929
4.850000	44454	58340	51690	43184	45383	43517	50088	48237	47715	49877	52732	49812	35845	36628	35715	36750	36359	37370	37376	37780	32440	34460	35690	33903	34398	34851	36242	27996	27168	27796	37904	40039	39124	40312	43922	30757	23816	39224	40104	39077	33353	37916	27370	28692	28428	50129	52624	41829	37430	37556	37402	39102	38242	36620	38938	37472	39692	27950	27771	26539	32431	28038	34373
4.866667	44503	58142	52348	42789	45110	43535	50239	48792	47772	49855	53054	50000	35872	37007	36523	36466	35782	37605	37655	37115	31994	34384	35672	34061	33861	34852	36377	28532	26655	27624	37893	40085	39386	40791	43841	30778	23872	39564	40221	39494	33442	38005	27284	28427	28193	49831	52327	41968	37425	37250	36872	38920	38426	36945	38972	36795	39475	27653	27910	26426	32639	28200	34968
4.883333	44649	58096	52471	43088	45116	43736	49804	47811	48118	49543	52976	49633	36023	36954	35642	36684	36536	37892	36811	37866	31846	35146	35543	34139	33696	35436	36544	27857	26783	27359	37822	39770	39907	40568	44247	30313	24308	39612	40238	39811	33316	37528	27782	28040	28268	50744	52219	41770	37420	36927	37401	39019	37464	36984	38489	36779	39761	27847	28068	26692	32561	28292	34935
4.900000	44533	58700	52060	43748	45424	43981	50115	48089	47598	49828	52951	49576	36149	37011	36190	36128	36031	37386	36902	37254	32017	34894	35481	33772	34256	35512	36346	28292	27120	27675	37414	40385	40152	39984	43938	31084	24412	39319	40560	38953	33345	38121	27627	28364	28275	49680	52986	41464	37586	37142	37447	38857	38188	36301	38844	37142	39357	27792	27764	26515	32374	28518	34888
4.916667	44957	57679	52598	43329	45316	43740	49963	48060	48396	49506	52852	50142	36164	37017	35994	36705	35706	37190	37188	36963	31623	34496	35365	34188	33940	35127	36848	27900	27114	27427	37631	40033	39741	40568	43575	30680	23835	39634	39645	39332	33048	38097	27585	28518	28449	49940	52898	41737	37643	37090	37173	39336	38213	36867	38764	37252	39007	27762	28004	26464	32464	28320	34968
4.933333	44779	58600	52684	42957	45396	43276	50457	48491	48222	49612	52224	50047	35986	37042	35839	36775	36191	37336	37129	36858	32284	34123	35915	34212	34143	35299	36779	28136	26881	27404	37968	39836	39904	40731	43679	30543	22982	39734	40007	39784	33603	37812	27730	28105	28656	50798	52788	41723	37411	37148	37436	38859	37773	36442	38639	37015	39716	27520	27869	26342	32475	28200	34904
4.950000	45054	58348	52610	42562	44737	43256	49817	48469	47790	49769	52712	49902	36362	35963	36324	36593	36182	37095	37467	37072	31990	34810	35532	33557	34169	35020	36387	28033	26630	27328	38179	39945	39444	40459	43762	30344	23814	39647	40408	39332	33644	37920	27738	28250	28629	50665	53373	42125	37272	36720	36920	39184	37892	36333	38553	37083	39522	27943	27849	26461	32256	28255	34948
4.966667	45118	58531	52412	42474	44706	43536	49584	48591	47826	50233	53612	50243	36235	36551	36163	36419	36005	37366	37498	37360	31967	34728	35975	33633	34367	35172	37022	28012	26999	27768	37570	40138	39939	40674	44392	30478	23340	39460	40645	39960	33943	37982	27720	28352	28328	50649	52029	41181	37357	37609	37387	38700	38233	36892	38786	37076	39614	27681	28166	26275	32397	27950	34704
4.983333	45382	58872	52290	42639	45303	43909	49556	48492	48431	50016	53189	50101	36511	36792	36140	36655	36054	37136	37366	37333	32064	34144	35763	34248	34062	35463	36662	27821	26660	27798	37760	39993	40380	40403	43727	30549	24134	39276	40324	38623	33514	37798	27729	28380	28375	50339	52808	42143	37539	37272	37488	38880	38303	36610	38387	37060	39923	27632	28042	26274	32425	28319	34849
5.000000	44686	58887	52113	43219	45404	43297	49559	48560	48265	50096	53247	50472	35573	36553	36233	36526	36602	37261	37336	37536	31788	34688	35779	34078	34186	35320	36435	27917	26869	27268	37608	40348	39803	40500	44570	30440	23824	39665	40364	39476	33584	38059	27451	28355	28472	50377	51954	42124	36630	37328	37398	38763	38024	36700	38764	36727	39808	27825	27885	26636	31983	28373	35276
