Time	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12	H01	H02	H03	H04	H05	H06	H07	H08	H09	H10	H11	H12
4.437500	78347	62750	67110	70299	68884	59275	16261	16318	16030	15949	16071	15707	15361	15853	15802	16030	16141	16308	16051	15885	15867	15952	15942	15990	15385	17094	16197	16196	16125	15892	16137	16027	16055	15857	15821	15641	15693	16627	16571	16225	16297	16400	17011	16902	16728	16649	16643	16415	18429	18510	18202	18083	18255	18534	23955	23056	24066	23486	23523	23214	34741	32080	31723	30627	31940	31814	48358	48309	49733	49379	53947	48591	96016	85906	80480	87100	81097	78980	23941	22210	17756	16802	14390	14952
4.457222	76865	66312	64806	68196	67026	59771	16387	15982	16021	15814	15816	15846	15424	16172	15892	16049	16293	16292	16027	16029	15586	15696	15900	15873	15406	16839	16173	16462	16440	15827	16192	16533	15737	15799	15800	15524	15847	16380	16218	16257	16307	16273	16605	17034	16732	16586	16427	16184	18136	18189	18481	17950	18200	18526	23501	23164	23406	23743	23555	23187	34745	32071	31539	31554	31501	31937	47832	47839	49515	49097	53456	48014	96343	85954	81383	86607	80698	79123	23863	22177	17405	16662	14347	15471
4.476944	75535	66160	67578	70781	66705	60002	16115	16255	16165	15701	15996	15534	15603	15772	15673	16144	16273	16061	15860	15808	15912	15815	16081	15707	15608	16943	16158	16359	16051	15952	16439	16318	15933	16125	16069	15534	15686	16548	16590	16136	15735	16379	16883	17194	16907	16881	16914	16652	17942	18252	18333	18410	18354	18534	23414	23329	23380	23808	23020	22833	35186	32143	31534	31383	31332	31127	48642	48568	49612	49060	54141	48560	96270	86324	81209	87087	80773	79448	24814	22143	17734	16547	14814	15004
4.496667	78057	65635	68273	70199	66549	60454	16077	15926	16067	15880	15581	15435	15428	16110	15347	15998	16510	16317	16233	16454	15892	15570	15696	15627	15539	17135	16119	16039	16122	16182	15865	16528	15957	15754	16014	15558	15344	16220	16739	15955	16114	16150	16699	16963	16812	16924	17249	16811	17928	18070	18700	18402	18170	18535	23549	23724	23584	23328	23642	23054	35069	31297	31832	31644	31388	31645	48592	48384	49448	49942	53495	49260	97872	86632	80568	87062	81926	79524	25291	22708	17638	16755	14684	15385
4.516389	76132	65336	66624	71074	67686	60086	16099	16460	16022	15912	15892	15672	15135	15788	16058	16024	16273	16520	15930	16032	15840	15770	16079	15807	15811	16804	15799	16377	16087	16294	16253	16247	16096	15963	15853	15576	15722	16443	16221	15857	16016	15948	17044	16810	17005	16429	16780	16450	18137	18234	18813	18399	18114	18955	23882	23317	22927	23337	23240	23150	35051	31498	31750	31718	31587	31904	48925	48024	49287	49693	53889	48638	96932	85649	80959	86616	81217	79612	24907	22763	17726	16431	14455	14947
4.536111	76105	66108	67192	69303	67987	59457	16315	15873	15927	15925	16269	15797	15567	16003	16164	16012	16081	16148	15958	16079	15983	15723	15841	15774	15366	17186	16290	16267	16106	16481	16510	16246	15804	15909	15515	15651	15754	16552	16668	16086	15800	15943	16810	16772	16678	16753	16892	16413	17651	18413	18285	18211	17973	18818	23411	23475	23014	23420	23559	22891	35729	31432	31310	31483	31910	31904	48344	48756	49845	49424	52773	48845	97475	85982	81613	86530	81573	79580	25056	22511	18043	16648	14395	14729
4.555833	76467	65384	65943	69262	67572	59287	16308	16187	16124	15942	15762	15635	15671	15785	16006	16183	16493	16570	16095	15877	15705	15966	15522	16090	15696	16968	16107	16472	16099	16300	16446	16347	16315	15787	15920	15700	15701	16249	16648	16263	16316	16401	16800	16891	17512	16770	16379	16401	18393	18312	18465	18567	18354	18657	23643	23545	23535	23143	23278	23471	34867	31846	31436	31727	31576	32118	48775	48661	49704	49761	53942	48575	96149	86774	81185	87383	81055	79588	25682	23232	18220	16680	14623	15265
4.575556	76618	64241	67663	68988	68437	59373	16457	16475	16090	15545	16177	15672	15471	15528	15457	16137	16040	16013	16138	15820	16172	15633	15900	15711	15399	17161	16139	16004	16448	16128	16534	16050	16219	15847	15950	15635	15515	16772	16887	15732	16098	15939	16705	16814	16740	16697	16717	16396	18336	18053	18114	18383	18369	18638	23325	23298	23766	23172	23635	23753	35446	31679	31597	30917	31613	32154	48392	48342	49314	49117	53503	49293	98118	86706	81624	87469	80754	79318	26479	23187	18185	16695	14470	15253
4.595278	77783	65246	70265	70128	67035	59706	16260	16170	16013	15929	16025	15468	15730	16084	15733	16211	16387	16325	15996	16225	16309	15860	15825	15869	15416	16591	16316	16449	15901	15976	16122	16408	16261	15711	15631	15455	15516	16794	16411	16126	16139	16329	16530	16541	16904	16722	16676	16499	18389	18341	18367	18042	18077	18531	23634	22812	23380	23450	23288	23513	35361	32100	31405	31012	31879	31981	48678	48458	49814	49107	53286	48187	97281	86681	80656	88076	81428	79560	26154	23055	18027	17043	14019	15293
4.615000	77342	65791	67671	69514	66341	58946	16262	16176	16128	15931	16558	15503	15221	16113	16111	15978	16204	16185	15925	16209	15844	16031	16069	16013	15553	17229	15903	16350	16285	16139	16549	16112	15755	15666	15855	15306	15634	16412	16602	15875	16298	16419	17195	16987	16790	16695	16492	16624	18262	18353	18609	18668	18215	18736	23951	23606	23448	23608	23172	24324	35311	31867	32325	31579	31073	31987	49019	48183	49560	49688	53793	49174	97418	86069	81258	86024	81652	79803	26279	23423	17868	16908	14683	15162
4.634722	75506	64453	70169	72583	68348	60252	16090	16126	15983	15650	16137	15578	15422	16018	15800	15978	16018	16274	16168	15816	15748	15560	15936	15945	15467	16737	16089	16589	16404	16302	16158	16339	15959	15840	15614	15666	15732	16419	16766	16057	15838	16303	17057	17043	16648	16630	16686	16568	17984	18247	18565	18397	18472	18424	23612	23676	23485	23869	23172	23550	35774	31754	31761	31339	31632	31971	48281	48374	49412	49398	52923	49457	97618	86807	81030	88152	81507	80737	26698	23530	17816	16540	14404	14995
4.654444	77812	63530	66471	71665	68269	59769	16052	16191	15932	16032	16263	15412	15570	16113	16095	16017	16574	16282	16333	16329	15887	15932	15999	15842	15435	16881	16230	16116	16326	16024	15933	16125	16105	16072	15940	15460	16120	16418	16198	16022	15869	16539	17000	16765	16715	16706	16656	16562	17967	17922	18515	18723	18327	18650	23470	23366	23290	23341	23423	24022	35991	31328	31602	30897	31635	31878	48245	48150	50694	49053	53208	49373	99800	86106	80603	87718	81540	78742	26686	23255	18555	16862	14579	14942
4.674167	75611	65507	68213	70771	68587	60099	16260	15803	15913	15746	15813	15827	15083	16462	16033	15949	16223	15796	15970	16202	15573	15779	15849	15918	15291	17183	16072	16402	16313	16033	16412	16263	16063	16345	15810	15597	15530	16491	16780	16583	16440	16334	16946	16989	17144	16570	17004	16398	18067	17957	18609	18094	18380	18801	23653	23374	23122	23516	23064	23329	35605	31355	31812	31674	31621	31820	48960	48248	50320	49649	53557	48939	97064	86991	81180	87922	81183	79667	27251	23314	17726	16672	14770	15186
4.693889	78552	63770	70089	70546	66417	58877	16292	15964	16139	15728	16114	15866	15529	15984	15831	15733	15841	16451	15929	16118	15883	15972	15977	15909	15285	16964	15962	16236	16687	16392	16626	15957	15947	15961	16049	15229	15737	16626	16482	15828	15967	16491	16835	17053	16833	16405	16911	16375	18178	18170	18582	18290	18239	18679	23369	24111	23474	22670	23243	23787	36071	31693	32007	31942	31887	31421	48984	48286	49668	50104	53750	48784	96922	86825	80493	87622	82510	79640	26958	23413	18380	16350	14601	14944
4.713611	77577	64691	67106	70148	68554	59882	16444	16346	16153	15856	16370	15863	15748	15769	15543	16239	16117	16234	16186	16102	16306	15809	16170	15665	15540	17306	15735	16566	16116	15949	16596	16275	15992	16346	15670	15241	16027	16170	16703	16154	16286	16254	17319	17119	16741	17030	16643	16777	18234	18195	18459	18408	18234	18785	23566	23219	23401	23139	23093	23738	35727	32044	32026	31844	31517	31836	48647	48502	50199	49769	53375	48561	98967	85898	81571	87400	81812	79456	27297	23213	18251	17067	14593	14986
4.733333	77843	66931	67973	71888	69582	59101	15938	16027	16190	16082	15837	15809	15424	15881	15807	15795	16128	16007	15782	16126	15984	15576	15590	15680	15604	16964	16327	16379	16487	15913	16164	16019	15557	16215	15955	15838	15586	16375	16470	16446	16205	16428	17082	16981	16888	17106	16229	16615	18311	18285	18555	18000	18257	18206	23435	23125	23355	23296	23214	23122	35211	31719	31060	31786	31624	31629	48447	47785	49698	49708	53599	49058	97810	86564	81463	87949	82233	79477	27351	23375	18251	16672	14661	14862
4.753056	78144	66663	65916	70714	69327	60582	16103	16406	15724	15700	16166	15625	15383	15925	15724	15917	16371	16032	16183	16135	15758	15757	15778	15687	15569	17045	15854	16179	16185	15869	16490	16207	16201	16217	15862	15795	15397	16611	16560	16301	15980	16102	16903	17203	17024	16689	16884	16304	18264	18125	18248	18373	18382	18673	23180	22887	23468	23868	22853	23396	35241	31958	31582	31426	31762	32085	48761	48249	49868	50280	53644	49139	98070	86268	81120	87086	81147	79176	28115	23910	18434	17135	14628	14804
4.772778	77546	64671	69817	70061	65981	59255	16303	15685	16236	15959	15865	15267	15256	15958	16240	16316	16151	16057	15879	16082	15896	15701	15802	15606	15165	16772	15857	16354	16279	16310	16032	16108	15952	16412	15902	15939	15738	16123	16666	16250	15948	16586	17194	16610	16715	16889	16548	16219	18455	18243	18363	18425	18356	18606	23486	23286	23446	23060	23265	23697	35802	31434	31443	31783	32138	32326	49259	48240	49234	49305	53781	48787	99390	86872	81664	87118	81908	79696	28613	24133	18344	16919	14269	15060
4.792500	79968	66663	69922	72831	69268	60265	16303	15954	15638	16112	15881	15766	15440	16139	16211	15795	16391	16601	15987	16376	15758	15534	15616	15281	15457	16921	16065	16270	16518	16007	16215	15996	16027	15868	15839	15551	15625	16710	16751	15901	15706	16640	17185	16780	16981	16718	16605	16505	18296	18299	18162	18649	18664	18571	23722	23363	23531	23666	23216	23083	35156	32101	31767	31793	32208	31910	48983	48518	49688	49667	53447	49407	98610	87222	80077	87457	81757	80138	28034	23734	18958	17351	14678	14758
4.812222	79338	67357	69266	71867	67611	59342	16414	16085	16154	15776	15988	15863	15486	15906	15625	15784	16271	16044	16113	16017	16140	15915	15936	15620	15733	16980	16036	16378	16264	16248	15985	15944	15922	16342	15911	15403	15397	16521	16204	15774	16180	16515	17170	17024	16753	16752	16324	16507	18162	18630	18348	18382	18234	18448	23395	23263	23069	23912	23742	23839	35939	31957	31712	31935	31915	31944	48927	48607	49562	49463	53921	49242	98417	86787	81399	87776	81443	79587	28621	23974	18236	16947	14777	15118
4.831944	79679	65622	68148	72999	67903	60959	16090	16227	15939	16085	15594	15818	15461	16021	16057	15814	15990	16087	16133	16033	16070	15705	16426	15780	15359	17096	16233	16347	16544	16553	16420	16442	16311	16030	15833	15109	15758	16433	16372	16061	15919	16053	17079	16927	16880	16935	16586	16176	18191	17862	18322	17934	18330	18627	23480	23561	23653	23502	23160	23555	35626	31710	31375	31576	31568	31253	49712	48151	49611	49658	53410	49047	98273	86612	80848	87981	82105	79440	29199	23824	18376	16945	14700	15032
4.851667	77600	66860	68397	71560	68137	60469	16033	16025	15945	15644	15998	15768	15275	16264	16118	15901	16813	16235	16177	15988	15840	15978	16003	15915	15617	17086	15826	16301	16426	16336	16578	16007	15870	16147	15697	15451	15738	16434	16358	15910	15596	16730	16873	17073	16665	16676	16217	16377	18250	18413	18774	18570	18252	18591	23771	23551	22939	23963	23400	23388	35574	32377	31909	31796	31672	31684	48976	48624	50527	49479	53767	49638	97990	87255	81779	87770	81715	80167	29222	24274	18763	17844	14578	14905
4.871389	78597	65783	68819	71471	68597	60472	16486	16430	15895	15771	15897	15576	15197	15917	15910	16434	16507	16497	15731	15945	15890	15594	15760	15471	15227	16870	15900	16481	16570	16046	16087	16244	16077	16344	15650	15602	15795	16292	16289	15962	16214	16268	16949	16679	16884	17010	16733	16548	18394	18649	18415	18725	18319	18862	23516	23347	23416	23899	23759	23821	35518	32160	31948	31834	32273	31687	48069	48840	50407	49856	53616	49290	98239	87315	81494	87939	81696	79540	29580	24027	18226	16906	14690	15021
4.891111	80444	66832	68947	73517	69934	61271	16655	16266	16209	15876	16068	15760	15362	16004	15830	16039	16392	16312	15938	16372	15678	16134	15982	15601	15495	16772	16139	16639	16518	16219	16426	16035	15861	16159	15751	15313	15953	16342	16623	16084	16396	16745	17338	16811	16515	16648	16732	16383	18454	18386	18678	18350	18465	18706	23311	23340	23470	23701	23455	23405	36128	31789	31734	31696	31474	32352	49078	47721	49613	50121	54060	49320	98383	87036	80463	88157	82249	78982	29814	24076	19003	17209	14256	15136
4.910833	82364	66396	70629	70809	69200	61124	16279	16075	15551	15834	16130	15777	15558	15700	15841	16028	16598	16195	15881	16290	16041	15602	15715	16118	15941	16893	15806	16273	16345	16307	16229	16543	15718	16363	15587	15324	16028	16313	16692	16050	16351	16765	17252	16852	16670	16608	16406	16410	18565	18016	18720	18558	18159	19121	23828	23276	23426	23129	23184	23447	36324	31601	31581	31468	32505	32169	49047	49059	50020	49698	54059	49093	99632	87585	81853	87031	81203	79966	29716	23958	18402	17285	14344	14914
4.930556	79068	67536	68067	73446	70246	60487	16162	16192	16238	15775	15949	15497	15293	15971	16025	16010	16103	16245	16114	15989	15771	15606	15971	15846	15444	16942	16084	16166	16457	15948	16179	16227	15912	16007	16019	15614	15784	16303	16589	16564	16000	16548	16761	16898	16975	16603	16588	16714	18675	18251	19033	18208	18073	18729	23410	23369	23476	23414	23389	23287	35524	32088	31928	31418	31972	32028	49271	48614	49912	49238	53218	49519	100494	87655	81863	87303	81696	80020	30235	23954	17950	17267	14741	14973
4.950278	80054	67150	71252	71191	70569	59647	16236	15959	15893	15986	15828	15600	15649	15652	16149	15829	16388	15996	15935	16299	16052	16111	15979	15940	15314	16885	16127	16665	16133	16281	16287	16272	16051	16056	15661	15742	15389	16620	16492	16117	16180	16288	17077	17164	16697	16595	16398	16531	18475	18553	18935	18600	18427	18761	23801	23624	23410	23829	23234	23990	35524	31682	31525	32499	32075	31944	48754	49047	49612	50289	53483	48396	100384	87502	81311	88151	82142	80414	30695	24215	19149	17317	14858	15422
4.970000	79775	65840	68930	73688	71260	60092	16399	16017	16076	16150	15839	15480	15804	15769	15569	15660	16415	16317	16067	15987	15620	16024	15935	15859	15890	17090	16159	16651	16644	16286	16496	16087	16001	16005	16259	15337	15576	16440	16030	16202	16183	16292	17377	17133	16961	16668	16860	16298	18343	18502	18956	18269	18530	18786	23789	23532	23736	23887	23153	23259	36173	31875	31917	32283	32038	32112	48860	48936	49795	50070	53808	49315	97952	87076	81148	88860	82575	80650	29710	24042	19049	17192	14177	15122
4.989722	79200	67237	71464	74536	70912	60854	16432	16320	15955	15780	16042	15757	15360	16106	16001	16001	16527	16066	16233	16106	16133	16232	15938	15870	15486	16832	15691	16626	16236	16255	16494	15915	16060	15782	15982	15629	15834	16109	16455	16087	16085	16372	17093	16868	16583	16886	16447	16170	18539	18396	18509	18251	18097	18681	23592	23269	23705	23715	23437	23561	36089	32114	32190	32146	32230	31994	49490	48218	49359	49362	54690	48790	101070	86831	81701	88583	82609	79844	30320	24513	19550	17525	14444	15061
5.009444	79363	65925	69259	72121	71118	59370	16269	16128	15863	15811	15809	15782	15283	15860	15878	15864	16135	15971	15844	16007	16153	15625	15672	15493	15239	16989	15807	16601	16045	16086	16453	15959	15815	16177	15772	15623	15504	16419	16456	16091	15948	16118	17331	16715	16825	16871	16905	16176	18203	18478	18580	18267	18589	18592	23797	23284	23997	23616	23328	23919	36387	31719	31538	31678	31747	31545	48605	48246	49902	49845	53412	49755	99074	87101	81023	87879	81900	80416	30880	24828	19032	17701	14810	15005
5.029167	78296	68736	72340	72743	71352	60644	16230	16041	15890	15863	16107	15788	15697	15827	15605	16433	16715	16214	15728	16274	15803	15781	15764	15398	15449	16838	15929	16233	16321	16353	15944	15875	15992	16066	15801	15593	15564	16506	16306	16472	16229	16254	16958	17151	16722	16867	16780	16457	18454	18192	18588	18263	18304	18674	23921	23333	23623	23854	23205	23565	36520	32137	31915	31965	31905	32169	48906	48686	50064	49776	54248	49329	99691	87438	81433	87310	82520	80701	30701	24347	19871	17416	14286	14966
5.048889	82168	67873	68268	73037	70972	60410	16070	15990	16063	15790	15630	15701	15537	15467	16104	16039	17007	16195	15945	15991	15580	15836	15857	15560	15596	16871	16107	16376	16030	16362	16140	16052	16097	16142	16145	15515	15568	16537	16326	16490	16304	16212	17262	17133	16943	16715	16756	16379	18350	18409	18584	18965	18271	18602	23584	23007	23560	23788	23201	23860	35976	31998	31134	31728	32387	32090	49064	48738	50074	50393	54232	49847	102151	87098	82230	87999	81269	80563	31595	24890	19300	17733	14562	15340
5.068611	82701	66231	73053	75050	69545	59968	16439	16214	15766	15931	15931	15342	15640	16172	16000	16301	16826	16471	16253	15862	16118	15985	15635	15910	15346	16777	16133	16303	16510	16021	16216	16472	15986	16020	15791	15377	16151	16443	16648	16789	16443	16532	17323	17089	16682	16669	16859	16662	18327	18605	18642	18568	18734	18561	23661	23284	23402	22984	23148	23290	36155	32233	31836	31557	31916	32298	48717	49167	49767	50112	54526	49562	99788	86131	82588	87783	82067	79800	31952	24436	18963	17543	14569	14998
5.088333	80170	67753	72529	75919	71304	60802	16512	16229	16059	15556	16021	15776	15706	16225	15837	16193	16074	16044	15670	15907	15932	16009	15930	15394	15433	16960	16024	16084	16253	16391	15743	15737	15906	16161	15610	15471	15775	16365	16605	16291	16105	16421	17035	17231	16628	16827	16663	16355	18530	18378	18384	18381	18228	18907	23902	23114	23421	23440	23843	23707	36157	31976	31359	31570	32386	32185	49378	48567	49881	49919	53946	48789	101427	86875	81613	90018	81567	80392	32092	24604	18906	18022	14733	15171
5.108056	80802	68542	69952	72312	70332	61304	16105	16232	15540	15680	16182	15827	15328	16021	16123	16172	16382	16189	16273	15884	15915	15979	15512	15636	15414	16934	16082	16350	16106	15779	16116	16144	15637	15829	16236	15557	15539	16115	16540	16400	16264	16440	17427	16824	16627	16644	16825	16318	18435	18077	18451	18665	18020	18593	23593	23251	23881	24245	23782	23590	36256	31661	31691	31361	32302	31631	49404	49525	49624	50254	54378	49026	100256	87351	81426	88323	82178	80165	31837	25023	19762	17747	14680	15231
