Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
4.059722	10886	12461	12246	16175	15174	18717	17777	15175	16798	14774	9325	9497	11172	13425	15160	13801	17239	18059	17524	17518	16508	10420	10769	11485	13086	15944	17010	18070	17573	18139	15714	14107	9129	9904	11495	13081	14926	11838	15243	18366	15587	17865	15722	8838	9556	10590	13337	14828	15211	16386	15395	17553	15674	15532	8622
4.111111	10948	12489	12473	16037	15160	18249	17615	14542	16595	14485	9349	9590	11042	12973	14546	12500	16701	18191	17438	17170	16207	10436	10665	11510	13028	15648	16323	18212	17452	17759	15608	14450	8918	10113	11614	13081	14751	12018	15252	18144	15641	17974	15679	8821	9622	10669	13063	14685	14922	16231	15213	17391	15038	15267	8721
4.162500	10930	12450	12503	16056	15137	18269	18321	14085	16960	14930	9370	9616	11332	13166	14280	13578	17609	18009	16968	16622	16417	10244	10806	11485	13034	15676	16782	18147	17462	18436	15723	14227	9395	9963	11514	13124	14608	11774	15195	17738	15505	18343	15549	8773	9719	10515	13159	14732	14598	16309	15812	17651	15840	15727	8634
4.213889	10725	12499	12594	16004	14996	18035	17748	14427	17292	15065	9363	9810	11241	13214	14750	13599	17901	18268	17397	18072	16423	10288	11027	11189	13026	16101	16884	18101	17040	19126	16417	15141	9256	10156	11676	13296	14714	12110	15756	17741	15674	17552	15683	9012	9601	10679	12995	14750	15075	16895	15998	17655	15318	15514	8703
4.265278	10865	12438	12717	16525	15131	18820	18400	15103	16833	14943	9342	9706	11238	13194	15722	13258	17620	18123	17316	16775	16129	10405	10752	11367	13130	15231	16644	18328	17185	19042	16532	14921	9349	10279	11778	13331	14863	11991	16698	17950	15600	17839	15797	9010	9559	10861	13173	14911	14444	16639	15983	17766	15307	14960	8650
4.316667	10794	12406	12766	16319	15427	18491	17156	14999	17141	14829	9546	9785	11183	13458	15990	13484	17864	18881	17381	16746	15727	10653	10837	11415	13055	15688	16712	18317	17789	19494	16448	14851	9251	10149	11613	13239	14903	12018	17002	17880	15507	17682	15678	9201	9434	10410	13040	14874	14258	17392	16032	17641	15563	15253	8795
4.368056	10656	12459	12870	16206	15137	18717	18220	14622	16885	14763	9338	9765	11303	13393	15166	12915	17899	18278	17075	16815	16655	10482	10878	11302	13284	15835	16293	18257	17658	19286	16200	14700	9295	10030	11736	13188	14782	11721	16438	17273	15077	17524	15661	8951	9829	10807	13122	14960	14385	16790	15839	17772	15615	14640	8721
4.419444	10583	12101	12596	16126	14915	18371	18112	14953	16372	14712	9426	9750	11204	13228	15298	13004	17104	18650	17080	17780	16589	10573	10829	11484	13166	15750	16165	18438	17357	19316	16527	14813	9317	10201	11599	13153	15031	11682	16754	18136	15143	18082	16010	9085	9549	10806	13181	14691	14769	16546	15749	17623	15241	15443	8661
4.470833	10747	12455	12729	16201	14703	18228	18564	14856	16889	14651	9385	9497	11188	13511	15136	13286	18097	18381	17077	16982	15698	10274	10818	11609	13168	16052	16172	18216	17767	19257	15953	14673	8962	10110	11634	13443	14733	11953	16342	17346	15671	17432	15965	9240	9848	10588	13117	14924	15049	17309	15711	17836	15935	15505	8852
4.522222	10886	12404	12738	16363	14701	18558	18633	14498	17088	14816	9249	9974	11002	13646	15317	13292	18251	18395	17594	16340	17121	10628	10676	11452	13477	15614	16812	18342	17629	19209	16154	14463	8759	10004	11489	13373	14857	11851	17115	17077	15932	18083	16042	9142	9568	10589	13227	14933	15258	16268	16128	17585	15877	15746	8793
4.573611	10975	12300	12549	16260	16195	18691	17896	15815	17085	15001	9336	9876	11286	13595	16127	13648	17768	18625	17858	16630	17046	10409	10698	11416	13107	16218	17172	18455	18060	19290	16498	14247	9534	10076	11608	13481	15196	12129	16916	17148	15780	18340	15689	9201	9704	10823	13175	14976	15042	17273	15704	17462	15722	15884	8715
4.625000	10803	12558	12930	16054	14743	18836	17685	14577	16635	14808	9217	9666	10975	13410	15826	13448	17910	17998	17924	17100	16465	10547	10563	11533	13015	15636	16989	18793	17876	19376	15939	14274	9613	10060	11710	13395	15094	11929	16872	17122	15801	17358	16221	9387	9602	10761	13024	14929	14748	16908	15981	17441	15901	16038	8815
4.676389	10664	12454	12950	16166	14665	18897	17356	14784	17732	14849	9427	9558	11089	13463	15675	13827	18436	19253	17386	16541	16817	10490	10699	11600	13161	15894	17038	18512	17278	19221	16432	14141	9617	10227	11703	13326	15023	11893	15983	17457	15837	18118	15905	9216	9590	10855	13152	14749	15113	17871	15721	17356	15675	16168	8996
4.727778	10781	12461	12530	16229	14873	19419	18155	15629	17276	14931	9408	9905	11094	13640	15753	14009	18018	18779	17541	17918	16710	10567	10689	11380	13102	16245	17130	18582	17266	19094	16310	14131	9588	10106	11708	13498	15172	12215	16468	17379	15916	18369	16085	9324	9652	10745	13212	14902	15257	17666	15514	17582	15893	15761	8964
4.779167	10653	12260	12683	16284	15407	18877	18107	14775	17109	15037	9304	9882	11098	13463	15919	13395	17675	18697	17882	17729	16832	10633	10710	11204	13124	15685	16943	18319	17520	18242	16485	14293	9903	10049	11687	13219	15126	12029	16321	17509	15820	17385	16178	9288	9674	10708	13134	14845	14955	17393	15520	17393	16780	16018	8856
4.830556	10862	12492	12762	16381	15613	19146	18291	15182	17148	14786	9357	9561	11120	13522	15731	13792	18181	18488	17524	17882	15749	10653	10775	11444	13430	16459	16808	18402	18548	19074	16635	13999	9965	10236	11496	13602	15765	11850	16358	17169	15971	16912	15984	9464	9562	10855	13236	14763	14991	17575	15657	17397	14753	15868	8840
4.881944	10845	12630	13023	16189	15180	19371	19111	14395	16704	14600	9565	9848	11230	13487	15677	13284	18208	18272	17523	17665	16622	10501	10654	11423	13240	16036	16783	18470	18023	18226	16765	14285	9907	10252	11663	13206	15305	11932	16275	17469	15503	18053	15919	9526	9535	10916	13160	14982	15259	17156	16125	17383	14573	16069	8988
4.933333	10678	12279	12991	16442	15111	18913	18376	14802	17111	14696	9434	9981	11051	13430	15244	12621	18202	18988	17416	17839	16261	10782	10802	11445	13144	16324	16501	17512	17696	18376	16383	14261	9704	10053	11693	13245	15251	11967	16203	17260	15956	18154	15936	9309	9713	11019	13218	14738	15148	16671	16088	17426	15103	15788	8961
4.984722	10683	12379	12841	16292	15478	18566	17788	15599	16611	14770	9409	9778	11060	13415	15379	13409	18015	18407	17573	17969	16454	10597	10844	11442	13194	15962	16808	17718	17768	17807	16653	13972	9615	10193	11751	12998	15547	12262	15940	17439	15994	17462	16035	9079	9732	11052	13025	14604	15008	17264	15784	17442	14860	15574	8938
5.036111	10857	12453	12891	16313	14546	18965	18406	14505	17209	14328	9628	10011	10966	13344	15849	13312	17970	18801	17894	17508	17139	10733	10905	11548	13136	16257	16455	18196	17816	18079	16624	14036	9989	10307	11924	13154	15509	11675	16425	17460	16093	16956	15551	9286	9602	10818	13082	14855	14787	16465	15961	17540	14641	16164	8903
5.087500	10808	12412	12927	16157	14555	18978	17919	14782	15998	14339	9347	10032	11173	13287	15566	13255	17871	18912	18077	18303	16895	10668	10629	11552	13259	16287	16436	18355	18174	18034	15976	14032	9726	10201	11668	13299	15423	11695	16356	18623	15795	16395	15992	9206	9597	10829	13385	14426	14704	16033	15695	17523	14416	15797	8980
5.138889	10720	12430	13053	16232	14166	18795	17996	14866	16895	14466	9526	9874	11204	13428	15630	12921	17988	18455	17542	17629	16755	10622	10839	11276	12979	16053	16267	18469	17833	17889	16043	14163	9774	10171	11733	13162	15761	11684	16167	16833	15867	18177	16096	9407	9737	10742	13386	14576	14389	16402	15475	17608	14629	16205	8960
5.190278	10875	12367	13047	16420	14323	18857	18174	15704	17092	14384	9451	9953	11112	13305	15794	13059	18213	18083	17278	17325	16993	10734	10708	11603	13136	16208	16600	18350	17435	17932	16100	14124	9600	10205	11682	13252	15532	11686	16336	18371	16260	18332	16172	9218	9539	10755	13392	14666	15121	16188	15994	17828	14789	16013	9093
5.241667	10929	12408	13117	16200	13986	19283	18909	14969	17125	14529	9400	10087	11116	13324	15710	13641	18154	18921	17798	17789	16700	10852	10667	11422	13130	16010	16433	18606	18353	18234	16154	14347	9687	10162	11681	13015	15573	11590	15978	17991	16477	17287	16115	9398	9664	10854	13467	14998	15080	16581	15855	17850	14324	16173	8956
5.293056	10738	12621	12915	16816	14464	17843	18570	14748	17403	14746	9395	9902	11213	13686	15493	13255	18114	18012	17197	18073	16415	10737	10777	11586	13261	16631	16609	18474	17604	18309	15914	13632	9573	10274	11778	13136	15401	11587	16543	17767	15818	17404	16295	9083	9530	10764	13542	14666	15476	17428	15729	17736	14264	15960	9052
5.344444	10639	12638	13133	16745	14040	18644	18477	14932	17186	14685	9410	10010	11348	13590	15596	13415	18351	19410	17535	17855	15476	10818	10749	11505	13256	16499	16627	18228	18328	19969	16275	13742	9931	10301	11874	13583	15385	11812	16532	18170	15495	17247	15899	9455	9688	10975	13215	14793	14734	17038	15489	17687	14503	15735	9054
5.395833	10825	12334	13126	16448	15621	18675	18301	15704	16678	14822	9513	10163	11291	13661	15512	13264	18019	18409	17739	17626	14944	10699	10747	11553	13305	16421	16474	17904	17522	20340	16434	13884	9786	9992	11686	13285	15578	12112	16253	17885	15026	17520	16163	9396	9677	10792	13262	14190	15062	17113	15566	17825	14428	16251	9059
5.447222	10718	12422	12961	16655	15707	18237	17740	14850	16681	14846	9643	10156	11272	13752	15603	13752	17879	18770	17562	17736	16772	10993	10695	11495	13277	16575	17025	18053	17705	20197	16416	13777	9604	10208	11828	13176	15776	12090	16775	17793	15664	18475	16311	9122	9660	10825	13472	14533	15231	16774	15613	17831	15150	15978	9235
5.498611	10624	12435	12943	16404	15008	17842	18718	15417	16899	15013	9276	10366	11133	13798	15235	13921	18305	19244	17665	17317	17115	10812	10764	11552	13299	16440	16994	18265	18289	20393	16191	14124	9680	10195	11802	13438	15635	12209	16122	17810	15631	17695	16499	9611	9615	10902	13514	14632	14757	17066	15575	18033	15356	16044	9184
5.550000	10832	12630	12917	16246	14480	18402	17932	15511	17096	14729	9454	10254	11164	13746	15637	13218	18108	19531	18146	18269	17952	10685	10725	11451	13482	16237	17395	18630	17927	20224	16172	14486	9652	10239	11711	13043	15547	11940	16216	17766	15515	17813	16206	9601	9700	10846	13659	14501	14628	16772	15308	17980	15466	15669	8914
5.601389	10796	12496	12931	16245	15841	18360	18476	15359	16579	14997	9451	10398	11217	13709	15765	12927	18924	18788	18358	18150	17051	10902	10833	11416	13258	16215	16950	18448	18272	20246	16088	14098	9667	10134	11760	13229	15414	12361	16201	18083	15965	17144	16690	9402	9834	10809	13718	14841	15157	16764	15398	17828	15390	15574	9275
5.652778	10883	12543	13134	16576	14777	19088	17999	15518	16479	14683	9414	10316	11289	13710	15528	13562	18177	19296	17645	18025	17068	10593	10851	11432	13209	16350	16518	18417	17753	20240	16366	14334	9781	10313	11630	13080	15461	12319	16391	17550	15630	17637	16208	9735	9476	10785	13478	14605	14862	16959	15571	17989	16195	15954	9013
5.704167	10724	12524	13076	16542	14495	18945	17631	14642	17011	15225	9230	10478	11129	13404	15574	13425	18490	18621	17486	17598	16881	10867	10856	11320	13400	16014	16373	18540	17817	20513	16155	14217	9857	10307	11654	13139	15078	11971	16379	17827	15947	18075	16286	9766	9726	10840	13701	14805	14950	17038	15584	18325	16464	16232	9078
5.755556	10450	12589	13007	16196	14773	18453	18234	15940	16387	15235	9558	10231	11101	13918	15429	12867	17730	18748	18087	18172	16763	10794	11083	11618	13278	16212	16633	18518	17842	20647	16095	14462	9026	10049	11665	13028	15338	12073	15905	17929	15881	17260	16193	9374	9521	10771	13512	15020	15022	17093	15535	18083	16855	16113	8933
5.806944	10674	12507	13013	17163	14533	18824	17666	15477	16938	15155	9419	10505	11069	13492	15622	13654	18564	18897	18191	17584	16271	10865	10545	11358	13225	16183	17133	18827	17993	20604	16005	14355	9205	10167	11676	13063	15292	12053	16078	17698	15751	17140	16210	9475	9905	10820	13399	14822	15012	16947	15163	17838	16734	15968	8924
5.858333	10885	12608	13214	17445	14882	18861	18682	15598	16467	15063	9503	10386	11238	13870	15083	13452	18078	19550	17769	18031	16176	10940	10610	11480	13470	16389	16730	18581	18063	20583	15973	14352	9109	10113	11682	13116	15622	12312	16213	17780	15994	18414	16200	9752	9761	10856	13699	14581	14994	17242	15162	17815	16833	16021	9123
5.909722	10758	12581	13204	16594	14905	19186	18914	16145	17148	14946	9446	10689	11155	13710	15355	13613	18293	19095	18125	17426	17157	10874	10778	11504	13309	16164	17171	18496	18259	20660	16107	14018	9076	10235	11725	13377	15099	11977	16575	17618	15898	18450	16513	9566	9586	10967	13611	14825	15085	17583	15677	17737	16921	15917	9101
5.961111	10811	12644	12966	16582	14968	19320	18560	14992	16802	14990	9666	10773	11227	13908	15283	13404	18370	19566	18101	17778	16540	10666	10617	11378	13449	16029	17784	18862	17578	20325	16214	14093	9028	10083	11816	13281	15725	11934	16302	17828	15790	17623	16380	9623	9560	11007	13679	14759	15117	16889	15622	17989	16949	16268	9150
6.012500	10766	12501	13062	17516	14651	18767	17677	15255	16932	15033	9494	10589	11215	13652	15263	13779	18300	18835	17833	17859	17537	10827	10843	11592	13020	16270	17861	18784	17664	20334	16857	14675	8975	10213	11703	13321	15754	11892	16645	18082	16203	17973	16153	9652	9663	10861	13665	14780	14930	17149	15210	18245	16830	15909	9236
6.063889	10971	12401	13088	17322	14679	19126	18823	15311	16594	15167	9603	10514	11275	13578	15382	13602	18283	18876	18529	17629	16378	10955	10706	11405	13296	16077	18247	19448	17853	20593	16557	15136	9227	10238	11674	13136	15670	11737	16491	18208	16475	17792	16134	9759	9620	10992	13611	14787	15361	16935	15731	18176	16586	16060	9120
6.115278	10931	12747	12910	16722	14899	19424	19311	15607	17244	15344	9490	10544	11222	13612	15489	13438	18249	18921	17890	17196	16763	11050	10766	11464	13384	16222	18052	18701	18417	20615	16618	14963	9203	10232	11697	13208	15675	11601	16499	18611	15999	18048	16167	9997	9785	10924	13660	14864	15135	16311	15718	18177	17092	16483	9052
6.166667	10775	12556	13084	16716	14471	19165	17816	15488	16603	14859	9583	10934	11223	13413	15296	13791	18600	19843	17473	17667	17249	10735	10811	11532	13431	15983	17937	18641	18105	20439	16518	14797	9494	10273	11568	13356	15586	11667	16674	18499	15961	18484	16364	9680	9671	10777	13545	15008	14665	17473	16290	18162	17399	16034	9168
6.218056	10767	12660	12991	16643	14835	19352	19438	15288	16313	15101	9609	10876	11170	13732	15173	13399	18581	18732	17380	17766	17213	10920	10690	11432	13183	16237	17966	18101	18134	20582	16240	15090	9591	10409	11726	13293	15407	11671	16546	18233	16176	18336	16261	9864	9650	10858	13494	15138	14904	16581	16231	18059	17448	15507	8970
6.269444	10827	12592	13058	16388	14968	18878	18906	15590	16865	15077	9600	10546	11244	13664	15199	13221	18568	17992	18371	17725	17652	11067	10753	11366	13314	16372	17828	19312	18099	20634	16399	14789	9366	10189	11800	13090	15686	11959	16605	18292	16120	18607	16220	9955	9712	10828	13589	14990	15306	17032	16034	18394	17773	16315	8991
6.320833	10789	12757	13218	16664	14718	18735	18069	15194	17613	14804	9496	10775	11235	13731	15347	13817	18215	19368	17936	17804	16856	10728	10833	11512	13354	16188	17611	18900	18001	20877	16076	15077	8817	10339	11789	13432	15714	12637	16663	18517	16257	18205	16483	9957	9650	10845	13588	14813	14797	17153	15694	18279	17160	16483	9122
6.372222	10908	12704	13049	17079	14789	19288	18684	14868	16665	14737	9459	10712	11194	13758	15571	13413	18376	18098	17115	17789	17418	10759	10798	11554	13388	16126	17706	17292	17884	20375	15931	15244	8966	10251	11637	13464	15821	12188	16603	18465	16338	17788	16196	9867	9534	10717	13647	14903	14737	17246	15575	18230	16884	16363	9114
6.423611	10523	12519	13120	17173	15119	18954	17958	14770	16916	15003	9536	10749	11296	13775	15408	13589	18369	18868	17752	17656	16651	10660	10791	11577	13260	15919	17434	16913	18395	20492	15929	14774	8781	10213	12056	13269	15871	12521	16532	18343	16957	18151	16123	9909	9596	10961	13538	14763	14854	17346	16276	18291	17112	15686	9112
6.475000	10783	12681	13147	17230	14911	19699	18765	16223	17047	15366	9541	10861	11230	13852	15549	13665	18534	18736	17361	17445	16994	10963	10641	11477	13220	16002	17695	17319	18214	20424	15948	14326	8872	10324	11716	13290	15377	12082	17036	18517	16230	18786	16187	9730	9516	10948	13458	15262	15414	17110	16154	18399	17275	16173	9073
6.526389	10505	12610	12969	16792	15220	18620	19093	16222	17129	15168	9482	11195	11400	13888	15519	13099	17934	18300	17796	17777	17292	10907	10888	11525	13403	16195	17867	17411	17848	20915	16028	14530	9053	10320	11561	13604	15839	11966	16914	18309	16173	17563	16159	9887	9805	10898	13695	15004	14821	17713	16290	18274	16961	16101	9101
6.577778	10685	12639	13045	17034	15392	18729	18670	14675	17215	15182	9489	10886	11101	13761	15661	13392	18589	17744	17891	17028	17616	10663	10914	11525	13259	16142	17564	17881	17773	20715	15844	14335	9318	10182	11745	13364	15589	11933	17034	18394	16191	19025	16036	10100	9540	10942	13542	14890	15101	17686	16060	18360	16802	16293	9107
6.629167	10854	12784	12950	16967	14632	19515	19210	15251	17271	15382	9482	11034	11395	14004	15374	13625	17910	17943	18059	17769	16710	10912	10814	11584	13380	16384	17787	18296	18199	20767	16385	14352	8757	10223	11777	13524	15782	12332	16984	18594	16422	18021	15767	9780	9891	10861	13801	14517	15239	17451	16251	18239	16864	16449	9245
6.680556	10689	12575	12950	17061	14763	18877	19286	15153	16947	15537	9643	11121	11323	13876	15583	13558	18122	17520	18370	17726	17377	10928	10635	11479	13417	16606	17921	18028	18291	20628	16396	14660	9270	10493	11717	13588	16107	12726	17307	19051	16586	18047	16118	9946	9802	10910	13661	14900	15317	16875	16303	18113	16932	16258	9062
6.731944	10541	12629	13125	16880	15075	19419	19419	15470	17446	15396	9619	11187	11057	13935	15407	13398	18638	17934	18040	17759	16466	10923	10801	11356	13298	16575	17628	19047	18495	20391	16644	14839	8674	10393	11730	13668	16109	12461	16926	18677	16302	18714	15254	9923	9502	10926	13556	14620	15084	16564	16664	18129	17035	16016	9194
6.783333	10771	12733	13127	17315	15383	19642	18783	15418	16862	15554	9488	10896	11137	13793	15577	13659	18163	18198	17892	18185	17643	10936	10952	11572	13250	16641	17953	19252	17858	20688	16415	15388	8921	10309	11818	13451	15875	12374	17119	19460	16923	17833	15579	9776	9652	10983	13649	14548	14664	17232	16945	18428	17029	16263	8996
6.834722	10656	12618	12946	16907	15274	19393	18810	16062	16821	15341	9408	11311	11262	13873	15379	13787	18719	17867	18287	17577	16716	11046	10580	11418	13304	16225	18108	19299	18611	19572	17171	15228	9090	10350	11855	13727	15727	12387	17238	20245	15929	18405	15380	9823	9681	10865	13694	15014	15360	16996	16731	18601	17158	16274	9076
6.886111	10645	12578	12843	17026	14933	18854	18347	15816	16455	15403	9464	11065	11298	14000	15792	13764	18662	18021	17939	17858	16741	10815	10828	11374	13595	16449	17779	18734	18258	20007	16634	15180	9101	10202	11694	13679	15718	11991	16933	19902	15987	18538	15453	9919	9745	11146	13922	14943	15064	16850	16775	18250	17143	16406	9071
